Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,Get Available Pets,75,0,280.0,527.8026133332847,258.68869999976596,2232.2668000015256,98287.57333333333,2.5814032741736312,0.0,280,280,290,290,2100,2200,2200,2200,2200,2200,2200
,Aggregated,75,0,280.0,527.8026133332847,258.68869999976596,2232.2668000015256,98287.57333333333,2.5814032741736312,0.0,280,280,290,290,2100,2200,2200,2200,2200,2200,2200
